customer_id	tenure	monthly_charges	total_charges	contract	payment_method	internet_service	tech_support	online_security	support_calls	churn
971	56	96.28	5391.68	Month-to-month	UPI	DSL	Yes	No	1	No
972	62	32.05	1987.1	One year	Debit	DSL	Yes	No	0	No
973	32	96.28	3080.96	Month-to-month	UPI	Fiber	No	Yes	1	Yes
974	30	63.97	1919.1	Month-to-month	Cash	Fiber	No	Yes	1	No
975	29	105.55	3060.95	Two year	Credit	DSL	Yes	Yes	1	No
976	49	93.89	4600.61	Month-to-month	Cash	Fiber	No	No	2	Yes
977	45	57.65	2594.25	Month-to-month	UPI	Fiber	No	No	2	No
978	30	110.35	3310.5	Month-to-month	Debit	DSL	No	No	0	Yes
979	16	48.33	773.28	Two year	Credit	DSL	No	No	1	No
980	40	116.7	4668	Two year	Credit	Fiber	Yes	No	6	No
981	19	96.72	1837.68	Month-to-month	Credit	Fiber	Yes	No	1	No
982	18	119.07	2143.26	One year	Cash	Fiber	No	No	1	No
983	1	25.39	25.39	Month-to-month	Credit	DSL	No	No	2	Yes
984	47	47.4	2227.8	One year	UPI	DSL	No	No	1	No
985	66	94.13	6212.58	Two year	UPI	Fiber	Yes	No	0	No
986	38	112.22	4264.36	Month-to-month	Cash	Fiber	Yes	No	1	No
987	51	22.88	1166.88	One year	Debit	DSL	No	No	0	No
988	63	20	1260	Month-to-month	Debit	Fiber	No	No	0	No
989	4	45.62	182.48	One year	Cash	None	Yes	Yes	1	No
990	1	105.28	105.28	Month-to-month	Debit	Fiber	Yes	Yes	1	Yes
991	8	96.72	773.76	One year	Debit	Fiber	Yes	Yes	3	Yes
992	29	54.03	1566.87	Month-to-month	Credit	Fiber	Yes	Yes	1	No
993	55	20.2	1111	Month-to-month	Cash	DSL	No	No	0	No
994	3	75.47	226.41	One year	Cash	DSL	No	No	3	Yes
995	32	43.8	1401.6	Month-to-month	Debit	DSL	Yes	Yes	2	No
996	10	94.56	945.6	Month-to-month	Debit	Fiber	No	Yes	0	Yes
997	34	64.63	2197.42	Month-to-month	Cash	DSL	Yes	No	0	Yes
998	55	87.86	4832.3	Month-to-month	UPI	Fiber	No	No	1	No
999	32	105.23	3367.36	One year	Cash	DSL	Yes	Yes	2	No
1000	50	73.58	3679	One year	Credit	Fiber	No	No	1	No
1001	7	53.6	375.2	Month-to-month	Debit	Fiber	No	No	2	Yes
1002	8	96.95	775.6	One year	Credit	None	Yes	Yes	1	No
1003	65	46.52	3023.8	One year	Cash	DSL	No	Yes	0	No
1004	57	109.15	6221.55	Month-to-month	Debit	DSL	No	No	0	Yes
1005	67	27.14	1818.38	Month-to-month	Cash	Fiber	No	No	1	No
1006	59	103.55	6109.45	Two year	Cash	Fiber	No	Yes	1	Yes
1007	72	29.16	2099.52	Month-to-month	Credit	DSL	No	No	1	No
1008	54	25.61	1382.94	Month-to-month	Credit	Fiber	Yes	No	2	No
1009	67	56.33	3774.11	One year	UPI	Fiber	No	No	0	No
1010	51	115.65	5898.15	One year	Debit	Fiber	No	Yes	2	No
1011	8	118.35	946.8	One year	Cash	Fiber	No	Yes	3	Yes
1012	34	40.21	1367.14	Two year	Debit	None	Yes	Yes	1	No
1013	35	34.86	1220.1	Month-to-month	Credit	Fiber	No	Yes	1	No
1014	32	55.3	1769.6	One year	Debit	None	No	No	1	No
1015	46	53.71	2470.66	Two year	UPI	None	No	No	3	No
1016	16	95.96	1535.36	Month-to-month	Cash	Fiber	No	Yes	3	Yes
1017	68	64.4	4379.2	One year	Cash	None	Yes	No	2	No
1018	37	97.99	3625.63	Month-to-month	Cash	DSL	No	No	3	Yes
1019	54	94.87	5122.98	Month-to-month	Credit	DSL	Yes	Yes	1	Yes
1020	14	77.83	1089.62	One year	Cash	DSL	Yes	Yes	2	Yes
1021	55	103.35	5684.25	Two year	Credit	Fiber	No	Yes	0	No
1022	48	39.56	1898.88	Month-to-month	UPI	DSL	No	Yes	0	No
1023	7	36.18	253.26	Month-to-month	Cash	Fiber	No	Yes	1	No
1024	7	95.07	665.49	Two year	Debit	DSL	Yes	No	0	No
1025	33	44.48	1467.84	Month-to-month	Credit	Fiber	No	Yes	0	No
1026	23	20.28	466.44	One year	Credit	DSL	Yes	No	1	No
1027	19	111.2	2112.8	Month-to-month	Debit	Fiber	No	Yes	2	Yes
1028	19	82.29	1563.51	Month-to-month	Debit	Fiber	No	Yes	3	Yes
1029	36	64.49	2321.64	Month-to-month	UPI	DSL	Yes	No	1	No
1030	29	92.57	2684.53	Month-to-month	Credit	Fiber	No	No	2	Yes
1031	60	53.33	3199.8	Month-to-month	UPI	DSL	Yes	Yes	2	No
1032	2	115.37	230.74	Month-to-month	Debit	DSL	Yes	No	2	Yes
1033	1	26.86	26.86	Month-to-month	Cash	Fiber	Yes	Yes	0	No
1034	47	84.09	3952.23	Month-to-month	Debit	DSL	Yes	No	0	No
1035	69	97.73	6743.37	Month-to-month	Debit	DSL	Yes	Yes	2	No
1036	20	66.91	1338.2	Two year	UPI	DSL	No	No	2	No
1037	11	95.5	1050.5	Month-to-month	UPI	DSL	Yes	No	1	No
1038	2	112.69	225.38	Month-to-month	Debit	Fiber	Yes	No	4	Yes
1039	67	94.4	6324.8	Month-to-month	UPI	Fiber	No	No	0	No
1040	12	50.94	611.28	Month-to-month	Credit	None	Yes	No	1	No
1041	20	76.18	1523.6	One year	UPI	DSL	No	Yes	0	No
1042	5	111.16	555.8	Month-to-month	UPI	Fiber	No	Yes	3	Yes
1043	37	64.91	2401.67	One year	Cash	None	No	Yes	0	No
1044	38	88.17	3350.46	Month-to-month	Cash	Fiber	No	Yes	2	Yes
1045	9	66.55	598.95	Month-to-month	Cash	Fiber	No	Yes	1	No
1046	53	32.13	1702.89	Month-to-month	Credit	None	No	Yes	3	Yes
1047	44	25.86	1137.84	One year	UPI	DSL	No	No	2	No
1048	24	115.23	2765.52	Month-to-month	UPI	DSL	No	Yes	1	Yes
1049	30	81.25	2437.5	One year	Cash	Fiber	No	No	0	No
1050	59	30.38	1792.42	Month-to-month	Credit	Fiber	Yes	No	3	No
1051	14	105.74	1480.36	Month-to-month	UPI	Fiber	No	Yes	1	Yes
1052	9	72.27	650.43	One year	UPI	DSL	Yes	No	0	No
1053	40	97.19	3887.6	Month-to-month	UPI	Fiber	No	Yes	2	Yes
1054	66	32.68	2156.88	One year	UPI	Fiber	No	No	1	Yes
1055	25	110.69	2767.25	Month-to-month	Credit	None	Yes	No	1	No
1056	22	79.05	1739.1	Two year	Cash	None	No	No	2	No
1057	4	93.83	375.32	Two year	Cash	Fiber	No	No	3	Yes
1058	26	23.14	601.64	One year	Credit	Fiber	Yes	Yes	4	No
1059	58	51.53	2988.74	One year	UPI	None	No	No	2	No
1060	29	46.74	1355.46	One year	UPI	Fiber	No	Yes	3	No
1061	37	114.96	4253.52	Month-to-month	Credit	DSL	No	No	4	Yes
1062	70	38.53	2697.1	Two year	Credit	DSL	No	No	2	No
1063	18	90.71	1632.78	Month-to-month	Debit	Fiber	No	No	2	Yes
1064	42	24.28	1019.76	Month-to-month	Credit	Fiber	No	No	5	Yes
1065	41	39.77	1630.57	Two year	UPI	DSL	No	No	2	No
1066	38	53.86	2046.68	One year	Credit	DSL	No	Yes	2	No
1067	34	99.45	3381.3	Month-to-month	Cash	Fiber	Yes	Yes	0	No
1068	17	99	1683	Two year	UPI	DSL	No	No	1	No
1069	37	115.26	4264.62	Two year	Credit	DSL	No	Yes	2	Yes
1070	25	111.68	2792	Month-to-month	Credit	Fiber	Yes	No	1	No
1071	27	28.15	760.05	One year	Credit	Fiber	Yes	No	1	No
1072	57	102.99	5870.43	Month-to-month	UPI	Fiber	No	No	1	Yes
1073	31	65.12	2018.72	One year	Credit	DSL	Yes	Yes	2	Yes
1074	6	106.59	639.54	Month-to-month	Credit	Fiber	Yes	Yes	0	No
1075	40	28.93	1157.2	Month-to-month	Cash	Fiber	Yes	Yes	3	No
1076	12	102.28	1227.36	Month-to-month	Debit	Fiber	Yes	No	3	Yes
1077	53	35.96	1905.88	Month-to-month	Cash	Fiber	No	No	1	No
1078	71	53.38	3789.98	Month-to-month	Debit	None	No	No	0	No
1079	10	22.88	228.8	Month-to-month	Cash	DSL	Yes	Yes	3	No
1080	45	32.37	1456.65	One year	Credit	DSL	Yes	No	4	Yes
1081	17	64.57	1097.69	Month-to-month	Credit	DSL	No	No	1	No
1082	26	101.83	2647.58	Month-to-month	UPI	Fiber	No	Yes	1	Yes
1083	62	97.37	6036.94	Month-to-month	UPI	DSL	Yes	Yes	2	Yes
1084	46	43.53	2002.38	One year	Cash	DSL	No	Yes	2	No
1085	64	35.17	2250.88	Month-to-month	Cash	Fiber	No	No	0	No
1086	2	58.93	117.86	Month-to-month	Debit	DSL	Yes	No	1	No
1087	54	108.33	5849.82	Month-to-month	UPI	DSL	No	No	1	Yes
1088	65	29.14	1894.1	One year	Cash	DSL	No	No	0	No
1089	51	74.29	3788.79	Month-to-month	Credit	Fiber	No	No	0	No
1090	53	28.88	1530.64	Month-to-month	Cash	DSL	No	Yes	2	No
1091	36	67.02	2412.72	One year	Debit	DSL	No	Yes	2	No
1092	26	32.68	849.68	Month-to-month	UPI	Fiber	No	No	1	No
1093	29	28.03	812.87	Two year	UPI	DSL	Yes	Yes	0	No
1094	21	39.08	820.68	Two year	Credit	DSL	No	No	0	No
1095	11	45.53	500.83	Month-to-month	UPI	DSL	No	No	2	No
1096	40	47.63	1905.2	One year	UPI	Fiber	Yes	Yes	1	No
1097	11	84.53	929.83	Month-to-month	Debit	DSL	Yes	Yes	3	Yes
1098	36	25.5	918	Month-to-month	UPI	Fiber	Yes	No	2	No
1099	59	28.08	1656.72	Two year	Cash	Fiber	No	No	3	No
1100	39	38.87	1515.93	Month-to-month	Credit	DSL	No	No	2	No
1101	54	107.21	5789.34	Month-to-month	UPI	Fiber	No	No	2	Yes
1102	55	82.86	4557.3	Two year	Cash	Fiber	No	No	0	No
1103	24	93.04	2232.96	Month-to-month	Credit	DSL	No	Yes	3	Yes
1104	22	57.04	1254.88	Month-to-month	Credit	DSL	Yes	No	1	No
1105	69	41.32	2851.08	Month-to-month	Debit	Fiber	No	Yes	3	Yes
1106	56	23.8	1332.8	Month-to-month	UPI	Fiber	No	No	1	No
1107	33	68.85	2272.05	Month-to-month	Credit	DSL	No	Yes	2	No
1108	36	77.43	2787.48	One year	Credit	Fiber	No	No	2	No
1109	20	109.7	2194	Two year	Credit	DSL	Yes	No	1	No
1110	62	108.21	6709.02	Month-to-month	Credit	Fiber	No	Yes	0	No
1111	26	62.47	1624.22	Month-to-month	Debit	None	No	No	1	No
1112	66	62.36	4115.76	Two year	Credit	DSL	No	Yes	3	No
1113	40	36.11	1444.4	One year	Credit	Fiber	Yes	No	0	No
1114	17	45.74	777.58	Month-to-month	Debit	Fiber	Yes	Yes	1	No
1115	1	112.57	112.57	Month-to-month	Debit	Fiber	No	Yes	0	Yes
1116	61	34.1	2080.1	Month-to-month	Debit	DSL	No	Yes	0	No
1117	43	116.87	5025.41	Month-to-month	Credit	Fiber	Yes	No	2	No
1118	42	70.47	2959.74	Month-to-month	Cash	Fiber	No	No	1	No
1119	25	65.66	1641.5	Month-to-month	Cash	Fiber	No	Yes	2	No
1120	39	37.46	1460.94	Month-to-month	Credit	Fiber	Yes	No	1	No
1121	35	86.15	3015.25	Month-to-month	UPI	Fiber	Yes	Yes	1	No
1122	3	65.98	197.94	Month-to-month	UPI	None	No	Yes	1	Yes
1123	44	57.07	2511.08	Month-to-month	UPI	DSL	No	No	0	No
1124	51	46.45	2368.95	Month-to-month	Debit	DSL	No	Yes	1	No
1125	12	26.65	319.8	One year	UPI	Fiber	Yes	No	2	No
1126	19	71.93	1366.67	One year	UPI	Fiber	No	Yes	4	No
1127	44	51.29	2256.76	One year	Debit	DSL	No	Yes	3	No
1128	59	90.79	5356.61	Month-to-month	Cash	Fiber	Yes	No	1	Yes
1129	49	92.35	4525.15	Month-to-month	Credit	DSL	No	No	0	No
1130	61	53.21	3245.81	Month-to-month	Cash	DSL	No	No	1	No
1131	17	86.91	1477.47	Month-to-month	Debit	DSL	Yes	Yes	3	Yes
1132	57	45.87	2614.59	Two year	UPI	DSL	No	Yes	2	No
1133	55	92.72	5099.6	Month-to-month	UPI	DSL	Yes	Yes	0	Yes
1134	47	21.61	1015.67	One year	Cash	Fiber	No	Yes	0	No
1135	12	35.16	421.92	Month-to-month	Debit	DSL	Yes	No	2	No
1136	62	44.5	2759	One year	Debit	Fiber	Yes	No	2	No
1137	8	97.29	778.32	Month-to-month	Cash	Fiber	No	No	2	Yes
1138	21	26.64	559.44	One year	UPI	DSL	Yes	No	0	No
1139	70	38.81	2716.7	Month-to-month	Debit	DSL	No	Yes	2	No
1140	72	55.86	4021.92	Month-to-month	Cash	None	Yes	Yes	1	No
1141	25	20.92	523	Two year	UPI	Fiber	No	Yes	0	No
1142	12	96.21	1154.52	Month-to-month	UPI	None	No	Yes	0	Yes
1143	15	76.01	1140.15	One year	UPI	DSL	No	No	1	No
1144	59	110.07	6494.13	Month-to-month	Credit	Fiber	Yes	No	0	No
1145	26	23.1	600.6	Month-to-month	Debit	DSL	Yes	No	1	No
1146	26	47.14	1225.64	Month-to-month	Debit	None	No	Yes	4	Yes
1147	47	93.13	4377.11	Month-to-month	UPI	DSL	Yes	No	3	Yes
1148	32	87.51	2800.32	One year	Credit	Fiber	No	No	2	Yes
1149	10	44.31	443.1	Month-to-month	Debit	Fiber	Yes	Yes	0	No
1150	16	79.57	1273.12	One year	Debit	Fiber	No	No	2	No
1151	71	99.38	7055.98	Month-to-month	Credit	DSL	No	Yes	0	No
1152	17	23.34	396.78	Two year	Debit	DSL	Yes	No	1	No
1153	23	91.76	2110.48	Month-to-month	Debit	DSL	No	Yes	0	Yes
1154	26	45.21	1175.46	Month-to-month	Cash	DSL	No	Yes	0	No
1155	7	114.79	803.53	Month-to-month	Debit	DSL	No	Yes	2	Yes
1156	14	73.82	1033.48	Two year	Credit	Fiber	No	Yes	3	No
1157	7	23.34	163.38	Month-to-month	Credit	DSL	No	No	0	No
1158	9	60.34	543.06	Month-to-month	UPI	None	Yes	Yes	1	No
1159	48	116.63	5598.24	Month-to-month	Cash	DSL	No	Yes	2	Yes
1160	72	93.04	6698.88	Two year	UPI	DSL	Yes	No	2	Yes
1161	59	50.05	2952.95	Month-to-month	Cash	Fiber	No	No	2	No
1162	39	77.53	3023.67	Month-to-month	Cash	Fiber	No	No	1	Yes
1163	18	79.91	1438.38	Month-to-month	UPI	DSL	No	No	0	No
1164	59	22.33	1317.47	Month-to-month	Debit	Fiber	No	No	1	No
1165	17	37.88	643.96	Month-to-month	Cash	Fiber	No	No	1	No
1166	14	75.18	1052.52	Month-to-month	UPI	DSL	No	No	2	No
1167	31	60.28	1868.68	Month-to-month	UPI	DSL	No	Yes	0	No
1168	24	39	936	One year	UPI	DSL	No	No	1	No
1169	60	97.27	5836.2	Two year	UPI	Fiber	No	No	0	No
1170	45	68.9	3100.5	Month-to-month	UPI	Fiber	Yes	Yes	2	No
1171	3	51	153	Month-to-month	Debit	Fiber	No	Yes	1	No
1172	37	36.17	1338.29	Month-to-month	Credit	DSL	No	No	1	No
1173	43	81.12	3488.16	One year	Debit	DSL	Yes	No	2	No
1174	40	86.63	3465.2	Month-to-month	Credit	Fiber	No	No	0	No
1175	55	86.96	4782.8	Two year	Cash	Fiber	Yes	Yes	1	Yes
1176	39	42.03	1639.17	Month-to-month	Cash	Fiber	No	Yes	1	No
1177	15	79.53	1192.95	Month-to-month	UPI	Fiber	No	Yes	1	No
1178	4	110.54	442.16	Month-to-month	Debit	Fiber	No	No	2	Yes
1179	25	55.32	1383	Two year	UPI	Fiber	Yes	No	1	No
1180	13	41.08	534.04	Two year	Debit	DSL	Yes	Yes	4	No
1181	33	97.21	3207.93	Two year	Cash	Fiber	No	No	1	No
1182	16	37.69	603.04	One year	Debit	Fiber	No	No	0	No
1183	42	45.37	1905.54	Month-to-month	UPI	DSL	No	No	3	Yes
1184	66	30.06	1983.96	Month-to-month	UPI	Fiber	No	No	0	No
1185	55	46.79	2573.45	Month-to-month	Cash	Fiber	Yes	No	3	No
1186	42	61.03	2563.26	One year	Credit	Fiber	No	No	1	No
1187	34	26.42	898.28	Month-to-month	Cash	DSL	No	Yes	1	No
1188	30	107.17	3215.1	One year	UPI	DSL	Yes	Yes	2	No
1189	13	71.37	927.81	Month-to-month	Cash	Fiber	No	No	1	No
1190	13	78.81	1024.53	One year	Credit	Fiber	Yes	Yes	4	No
1191	18	57.13	1028.34	Two year	UPI	DSL	No	No	1	No
1192	32	86.98	2783.36	One year	Credit	Fiber	Yes	Yes	1	No
1193	39	63.18	2464.02	Two year	Debit	Fiber	No	No	3	No
1194	46	96.13	4421.98	Month-to-month	Debit	Fiber	Yes	Yes	2	Yes
1195	29	102.14	2962.06	Month-to-month	Cash	Fiber	No	No	5	Yes
1196	62	87.18	5405.16	Two year	UPI	Fiber	Yes	No	6	No
1197	62	69.13	4286.06	Month-to-month	Debit	Fiber	Yes	Yes	2	No
1198	57	98.23	5599.11	Month-to-month	UPI	DSL	Yes	No	2	No
1199	16	69.43	1110.88	Month-to-month	UPI	Fiber	No	Yes	3	Yes
1200	56	31.15	1744.4	One year	UPI	Fiber	No	No	2	No
1201	10	31.63	316.3	Month-to-month	Credit	DSL	No	No	0	No
1202	30	114.86	3445.8	Month-to-month	Cash	DSL	No	No	0	Yes
1203	25	41.36	1034	Two year	Credit	Fiber	No	No	4	No
1204	5	101.59	507.95	Two year	UPI	Fiber	No	Yes	0	Yes
1205	65	44.67	2903.55	Month-to-month	Debit	Fiber	No	Yes	2	No
1206	49	63.08	3090.92	One year	Debit	Fiber	Yes	Yes	2	Yes
1207	3	85.49	256.47	Two year	Debit	None	No	No	2	Yes
1208	45	35.89	1615.05	Month-to-month	Cash	Fiber	Yes	No	2	No
1209	14	93.72	1312.08	Month-to-month	Credit	DSL	No	No	2	Yes
1210	30	88.99	2669.7	Month-to-month	Credit	Fiber	No	No	0	Yes
1211	68	74.31	5053.08	One year	Cash	DSL	Yes	No	1	No
1212	18	76.59	1378.62	Month-to-month	Credit	Fiber	Yes	Yes	2	No
1213	62	30.58	1895.96	One year	Cash	DSL	No	No	1	No
1214	37	63.59	2352.83	One year	Cash	DSL	No	Yes	0	No
1215	25	28.66	716.5	Month-to-month	Debit	Fiber	No	No	2	Yes
1216	48	50.79	2437.92	Month-to-month	Cash	Fiber	Yes	No	1	No
1217	65	110.03	7151.95	Month-to-month	Debit	None	No	Yes	3	Yes
1218	53	77.45	4104.85	Month-to-month	Debit	None	No	No	3	Yes
1219	15	94.27	1414.05	Month-to-month	Debit	Fiber	Yes	No	0	No
1220	49	77.39	3792.11	Month-to-month	Credit	Fiber	Yes	No	4	No
1221	68	39.42	2680.56	One year	Cash	DSL	No	No	2	No
1222	12	79.48	953.76	Month-to-month	UPI	None	No	No	1	No
1223	59	95.54	5636.86	Month-to-month	Debit	DSL	No	No	3	Yes
1224	37	33.84	1252.08	Month-to-month	Debit	DSL	No	No	1	No
1225	61	101.69	6203.09	Month-to-month	Credit	Fiber	Yes	No	0	No
1226	43	75.54	3248.22	One year	Credit	Fiber	Yes	No	2	No
1227	70	20.43	1430.1	Month-to-month	Debit	Fiber	Yes	No	3	No
1228	39	71.98	2807.22	Month-to-month	UPI	Fiber	No	Yes	1	No
1229	56	59.57	3335.92	One year	Credit	DSL	No	No	2	No
1230	63	49.64	3127.32	Month-to-month	Credit	Fiber	Yes	Yes	3	No
1231	46	97.13	4467.98	Month-to-month	Cash	DSL	Yes	No	3	Yes
1232	11	109.95	1209.45	One year	Credit	DSL	No	No	1	Yes
1233	62	96.27	5968.74	Month-to-month	Credit	DSL	Yes	Yes	3	No
1234	25	104.68	2617	Month-to-month	Cash	Fiber	No	Yes	3	Yes
1235	71	110.88	7872.48	Month-to-month	Debit	Fiber	No	No	1	Yes
1236	52	111.26	5785.52	Month-to-month	Cash	DSL	No	Yes	3	Yes
1237	4	31.46	125.84	One year	Cash	DSL	No	Yes	2	No
1238	59	65.64	3872.76	One year	Debit	None	Yes	No	1	No
1239	72	20.03	1442.16	Two year	Debit	DSL	No	Yes	1	No
1240	20	70.65	1413	Month-to-month	Cash	Fiber	Yes	Yes	1	No
1241	63	112.42	7082.46	Two year	UPI	Fiber	No	No	3	Yes
1242	54	39.91	2155.14	One year	Credit	Fiber	No	No	1	No
1243	57	83.98	4786.86	Month-to-month	Credit	Fiber	No	Yes	1	Yes
1244	41	84.44	3462.04	Two year	Credit	Fiber	Yes	Yes	3	No
1245	3	36.04	108.12	Month-to-month	Debit	Fiber	No	No	3	Yes
1246	6	43.85	263.1	Month-to-month	Credit	DSL	No	Yes	0	No
1247	5	66.2	331	Month-to-month	Debit	Fiber	No	No	3	Yes
1248	5	38.82	194.1	One year	Debit	Fiber	No	No	0	No
1249	54	78.5	4239	Month-to-month	UPI	DSL	No	Yes	2	Yes
1250	47	68.45	3217.15	Month-to-month	Credit	DSL	Yes	No	1	No
1251	49	71.92	3524.08	Two year	Debit	Fiber	No	No	3	No
1252	9	33.45	301.05	Month-to-month	Credit	Fiber	Yes	Yes	1	No
1253	20	71.73	1434.6	Month-to-month	Debit	DSL	Yes	Yes	4	No
1254	61	24.95	1521.95	Two year	Cash	Fiber	No	Yes	1	Yes
1255	35	108.15	3785.25	Month-to-month	Debit	None	No	Yes	2	Yes
1256	50	54.32	2716	Month-to-month	Debit	Fiber	No	No	3	Yes
1257	62	105.63	6549.06	One year	Debit	None	No	Yes	2	No
1258	17	90.17	1532.89	Month-to-month	Cash	None	No	No	1	Yes
1259	3	96.62	289.86	Two year	UPI	Fiber	No	No	1	Yes
1260	32	51.45	1646.4	Month-to-month	Credit	Fiber	No	No	0	No
1261	13	42.77	556.01	One year	Cash	Fiber	Yes	Yes	3	No
1262	68	60.67	4125.56	Month-to-month	Credit	Fiber	Yes	No	1	No
1263	14	22.42	313.88	Month-to-month	Cash	Fiber	No	No	1	No
1264	11	111.88	1230.68	Month-to-month	Debit	DSL	No	Yes	3	Yes
1265	56	58.7	3287.2	Month-to-month	Cash	Fiber	No	No	2	No
1266	67	118.86	7963.62	Month-to-month	Credit	DSL	Yes	No	0	No
1267	29	96.14	2788.06	Month-to-month	Credit	DSL	No	Yes	1	Yes
1268	9	28.05	252.45	One year	Credit	Fiber	No	Yes	1	No
1269	67	86.02	5763.34	Month-to-month	UPI	DSL	No	No	1	Yes
1270	25	47.08	1177	Month-to-month	Cash	None	Yes	No	2	Yes
1271	42	44.37	1863.54	Month-to-month	Debit	Fiber	No	No	1	No
1272	9	45.66	410.94	Month-to-month	Cash	Fiber	Yes	No	1	No
1273	40	111.61	4464.4	Month-to-month	UPI	Fiber	No	No	2	Yes
1274	25	70	1750	Month-to-month	Credit	Fiber	Yes	Yes	3	No
1275	5	86.95	434.75	Month-to-month	Credit	Fiber	Yes	Yes	1	Yes
1276	11	48.09	528.99	One year	UPI	DSL	No	Yes	1	No
1277	59	72.3	4265.7	One year	Cash	DSL	Yes	Yes	2	No
1278	38	55.01	2090.38	Month-to-month	Debit	DSL	Yes	Yes	1	No
1279	72	52.11	3751.92	Month-to-month	Credit	Fiber	No	Yes	2	No
1280	5	44.7	223.5	Month-to-month	UPI	DSL	No	Yes	2	Yes
1281	48	60.9	2923.2	Two year	UPI	Fiber	No	No	3	No
1282	18	86	1548	Month-to-month	Debit	DSL	Yes	No	0	No
1283	70	42.2	2954	One year	UPI	Fiber	Yes	Yes	1	No
1284	37	116.54	4311.98	Month-to-month	UPI	DSL	No	Yes	1	Yes
1285	60	32.46	1947.6	Month-to-month	UPI	Fiber	No	Yes	2	Yes
1286	48	68.02	3264.96	Two year	Credit	None	Yes	Yes	1	No
1287	28	28.5	798	Two year	Credit	Fiber	No	No	1	No
1288	69	22.27	1536.63	Month-to-month	Cash	Fiber	Yes	No	1	Yes
1289	40	112.27	4490.8	One year	Debit	DSL	No	No	0	No
1290	45	101.04	4546.8	One year	UPI	DSL	No	No	1	No
1291	62	89.42	5544.04	Month-to-month	UPI	Fiber	No	No	2	Yes
1292	58	106.52	6178.16	One year	Credit	DSL	No	No	1	No
1293	67	100.28	6718.76	Two year	Credit	Fiber	Yes	No	4	No
1294	56	84.72	4744.32	Month-to-month	Credit	Fiber	Yes	No	1	No
1295	40	104.73	4189.2	Two year	Debit	Fiber	No	No	1	No
1296	40	59.08	2363.2	One year	Credit	DSL	No	Yes	1	No
1297	33	75.28	2484.24	Month-to-month	UPI	Fiber	Yes	Yes	3	No
1298	6	97.63	585.78	One year	UPI	DSL	Yes	No	2	No
1299	19	28.48	541.12	One year	UPI	Fiber	No	Yes	2	No
1300	40	105.86	4234.4	Month-to-month	Cash	Fiber	No	No	1	Yes
1301	59	35.68	2105.12	Month-to-month	Debit	DSL	Yes	No	0	Yes
1302	59	106.45	6280.55	One year	UPI	Fiber	No	No	0	No
1303	48	51.13	2454.24	One year	UPI	None	No	Yes	1	No
1304	41	52.68	2159.88	Month-to-month	UPI	DSL	No	No	0	No
1305	13	27.39	356.07	Month-to-month	Credit	None	No	Yes	2	No
1306	45	108.59	4886.55	Month-to-month	UPI	Fiber	No	No	0	No
1307	53	37.45	1984.85	Month-to-month	Credit	None	No	Yes	0	No
1308	42	83	3486	Month-to-month	Credit	DSL	Yes	Yes	1	No
1309	63	84.4	5317.2	One year	Debit	Fiber	Yes	Yes	1	Yes
1310	27	48.12	1299.24	Two year	Debit	DSL	No	No	3	No
1311	38	118.57	4505.66	Month-to-month	UPI	DSL	No	Yes	4	Yes
1312	60	26.42	1585.2	Two year	Debit	DSL	No	No	4	No
1313	7	80.79	565.53	One year	Credit	Fiber	No	No	0	No
1314	5	67.95	339.75	Month-to-month	Credit	DSL	No	Yes	3	Yes
1315	45	44.55	2004.75	One year	UPI	Fiber	Yes	No	3	No
1316	58	36.36	2108.88	Month-to-month	UPI	Fiber	No	Yes	0	No
1317	31	93.71	2905.01	Two year	UPI	None	Yes	No	1	No
1318	23	111.63	2567.49	Month-to-month	Credit	Fiber	No	No	0	Yes
1319	42	30.75	1291.5	Month-to-month	Credit	DSL	No	Yes	2	No
1320	10	39.4	394	Month-to-month	UPI	DSL	No	Yes	2	No
1321	32	118.63	3796.16	Month-to-month	UPI	Fiber	No	Yes	1	Yes
1322	53	21.5	1139.5	Month-to-month	Credit	DSL	No	No	2	No
1323	30	70.83	2124.9	Month-to-month	Debit	DSL	No	No	1	Yes
1324	39	71.61	2792.79	Month-to-month	Credit	Fiber	No	No	0	No
1325	31	46.32	1435.92	Month-to-month	Debit	Fiber	No	No	2	No
1326	2	86.3	172.6	Month-to-month	UPI	Fiber	No	No	0	Yes
1327	12	114.49	1373.88	One year	Credit	Fiber	No	Yes	1	No
1328	39	65.02	2535.78	Month-to-month	UPI	DSL	Yes	No	0	No
1329	66	94.94	6266.04	Month-to-month	UPI	Fiber	Yes	No	1	No
1330	13	84.61	1099.93	One year	UPI	DSL	No	No	3	Yes
1331	46	67.29	3095.34	Month-to-month	Cash	DSL	No	No	0	Yes
1332	27	24.98	674.46	Month-to-month	Cash	None	No	Yes	1	No
1333	17	94.17	1600.89	Month-to-month	Credit	Fiber	Yes	No	2	No
1334	60	56.33	3379.8	Two year	Cash	Fiber	No	Yes	4	No
1335	64	42.45	2716.8	One year	Credit	DSL	No	Yes	2	No
1336	35	114.83	4019.05	Month-to-month	Debit	DSL	No	No	1	Yes
1337	70	97.35	6814.5	Month-to-month	Credit	Fiber	Yes	No	1	No
1338	30	116.23	3486.9	Month-to-month	Cash	DSL	No	Yes	0	Yes
1339	71	45.62	3239.02	Month-to-month	Cash	Fiber	Yes	Yes	1	No
1340	63	103.58	6525.54	Month-to-month	Debit	Fiber	No	Yes	3	No
